kill,left,point_id,red_side,time,title,top
True,373,2322560,True,0.2080411407199626,EDG vs DWG KIA game 1 Timeline - World Championship 2021 FINALS - Games of Legends,468
True,185,2322562,False,0.2374941561477326,EDG vs DWG KIA game 1 Timeline - World Championship 2021 FINALS - Games of Legends,145
True,286,2322575,False,0.37120149602618047,EDG vs DWG KIA game 1 Timeline - World Championship 2021 FINALS - Games of Legends,221
True,181,2322580,True,0.42917251051893407,EDG vs DWG KIA game 1 Timeline - World Championship 2021 FINALS - Games of Legends,207
True,137,2322582,True,0.43384759233286585,EDG vs DWG KIA game 1 Timeline - World Championship 2021 FINALS - Games of Legends,184
True,158,2322581,True,0.43384759233286585,EDG vs DWG KIA game 1 Timeline - World Championship 2021 FINALS - Games of Legends,184
True,92,2322598,True,0.7241701729780271,EDG vs DWG KIA game 1 Timeline - World Championship 2021 FINALS - Games of Legends,114
True,139,2322599,False,0.7246376811594203,EDG vs DWG KIA game 1 Timeline - World Championship 2021 FINALS - Games of Legends,104
True,111,2322600,True,0.7255726975222067,EDG vs DWG KIA game 1 Timeline - World Championship 2021 FINALS - Games of Legends,65
True,121,2322602,False,0.729312762973352,EDG vs DWG KIA game 1 Timeline - World Championship 2021 FINALS - Games of Legends,194
True,150,2322610,True,0.841982234689107,EDG vs DWG KIA game 1 Timeline - World Championship 2021 FINALS - Games of Legends,181
True,145,2322611,True,0.8457223001402524,EDG vs DWG KIA game 1 Timeline - World Championship 2021 FINALS - Games of Legends,161
True,161,2322612,True,0.8485273492286115,EDG vs DWG KIA game 1 Timeline - World Championship 2021 FINALS - Games of Legends,107
True,130,2322613,True,0.8485273492286115,EDG vs DWG KIA game 1 Timeline - World Championship 2021 FINALS - Games of Legends,119
True,88,2322614,True,0.8522674146797569,EDG vs DWG KIA game 1 Timeline - World Championship 2021 FINALS - Games of Legends,35
True,45,2322632,True,0.9831697054698457,EDG vs DWG KIA game 1 Timeline - World Championship 2021 FINALS - Games of Legends,381
True,34,2322634,True,0.989247311827957,EDG vs DWG KIA game 1 Timeline - World Championship 2021 FINALS - Games of Legends,459
True,36,2322636,True,0.9906498363721365,EDG vs DWG KIA game 1 Timeline - World Championship 2021 FINALS - Games of Legends,484
True,33,2322637,True,0.9934548854604955,EDG vs DWG KIA game 1 Timeline - World Championship 2021 FINALS - Games of Legends,458
True,38,2322638,True,0.9953249181860683,EDG vs DWG KIA game 1 Timeline - World Championship 2021 FINALS - Games of Legends,488
True,304,2322661,False,0.39009287925696595,EDG vs DWG KIA game 2 Timeline - World Championship 2021 FINALS - Games of Legends,228
True,169,2322665,True,0.45304437564499483,EDG vs DWG KIA game 2 Timeline - World Championship 2021 FINALS - Games of Legends,215
True,208,2322666,False,0.4545923632610939,EDG vs DWG KIA game 2 Timeline - World Championship 2021 FINALS - Games of Legends,204
True,184,2322667,False,0.4551083591331269,EDG vs DWG KIA game 2 Timeline - World Championship 2021 FINALS - Games of Legends,248
True,303,2322672,False,0.5072239422084623,EDG vs DWG KIA game 2 Timeline - World Championship 2021 FINALS - Games of Legends,282
True,292,2322673,True,0.5149638802889577,EDG vs DWG KIA game 2 Timeline - World Championship 2021 FINALS - Games of Legends,324
True,295,2322674,False,0.5159958720330238,EDG vs DWG KIA game 2 Timeline - World Championship 2021 FINALS - Games of Legends,355
True,237,2322675,False,0.5196078431372549,EDG vs DWG KIA game 2 Timeline - World Championship 2021 FINALS - Games of Legends,334
True,230,2322676,False,0.5237358101135191,EDG vs DWG KIA game 2 Timeline - World Championship 2021 FINALS - Games of Legends,349
True,385,2322687,False,0.6842105263157895,EDG vs DWG KIA game 2 Timeline - World Championship 2021 FINALS - Games of Legends,312
True,352,2322688,False,0.6847265221878225,EDG vs DWG KIA game 2 Timeline - World Championship 2021 FINALS - Games of Legends,334
True,160,2322691,False,0.7100103199174407,EDG vs DWG KIA game 2 Timeline - World Championship 2021 FINALS - Games of Legends,156
True,217,2322693,False,0.7131062951496389,EDG vs DWG KIA game 2 Timeline - World Championship 2021 FINALS - Games of Legends,223
True,348,2322701,False,0.8581011351909185,EDG vs DWG KIA game 2 Timeline - World Championship 2021 FINALS - Games of Legends,291
True,331,2322702,True,0.8581011351909185,EDG vs DWG KIA game 2 Timeline - World Championship 2021 FINALS - Games of Legends,304
True,387,2322703,False,0.8591331269349846,EDG vs DWG KIA game 2 Timeline - World Championship 2021 FINALS - Games of Legends,277
True,301,2322705,False,0.8632610939112487,EDG vs DWG KIA game 2 Timeline - World Championship 2021 FINALS - Games of Legends,295
True,201,2322711,False,0.9293085655314758,EDG vs DWG KIA game 2 Timeline - World Championship 2021 FINALS - Games of Legends,211
True,161,2322712,False,0.9370485036119711,EDG vs DWG KIA game 2 Timeline - World Championship 2021 FINALS - Games of Legends,201
True,164,2322713,False,0.9458204334365325,EDG vs DWG KIA game 2 Timeline - World Championship 2021 FINALS - Games of Legends,140
True,474,2322717,False,0.9850361197110423,EDG vs DWG KIA game 2 Timeline - World Championship 2021 FINALS - Games of Legends,270
True,482,2322718,False,0.9850361197110423,EDG vs DWG KIA game 2 Timeline - World Championship 2021 FINALS - Games of Legends,259
True,484,2322719,False,0.9850361197110423,EDG vs DWG KIA game 2 Timeline - World Championship 2021 FINALS - Games of Legends,262
True,469,2322720,False,0.9855521155830753,EDG vs DWG KIA game 2 Timeline - World Championship 2021 FINALS - Games of Legends,248
True,466,2322721,False,0.9871001031991744,EDG vs DWG KIA game 2 Timeline - World Championship 2021 FINALS - Games of Legends,203
True,423,2322746,False,0.299722479185939,EDG vs DWG KIA game 3 Timeline - World Championship 2021 FINALS - Games of Legends,410
True,83,2322754,True,0.3538390379278446,EDG vs DWG KIA game 3 Timeline - World Championship 2021 FINALS - Games of Legends,87
True,29,2322755,True,0.35661424606845515,EDG vs DWG KIA game 3 Timeline - World Championship 2021 FINALS - Games of Legends,96
True,49,2322756,False,0.35707678075855687,EDG vs DWG KIA game 3 Timeline - World Championship 2021 FINALS - Games of Legends,100
True,35,2322760,False,0.4375578168362627,EDG vs DWG KIA game 3 Timeline - World Championship 2021 FINALS - Games of Legends,38
True,179,2322762,False,0.45467160037002774,EDG vs DWG KIA game 3 Timeline - World Championship 2021 FINALS - Games of Legends,200
True,186,2322767,True,0.48334875115633674,EDG vs DWG KIA game 3 Timeline - World Championship 2021 FINALS - Games of Legends,80
True,324,2322776,True,0.6248843663274746,EDG vs DWG KIA game 3 Timeline - World Championship 2021 FINALS - Games of Legends,319
True,312,2322777,False,0.6276595744680851,EDG vs DWG KIA game 3 Timeline - World Championship 2021 FINALS - Games of Legends,298
True,396,2322785,False,0.7779833487511564,EDG vs DWG KIA game 3 Timeline - World Championship 2021 FINALS - Games of Legends,353
True,406,2322786,True,0.7793709528214616,EDG vs DWG KIA game 3 Timeline - World Championship 2021 FINALS - Games of Legends,361
True,398,2322787,True,0.7802960222016652,EDG vs DWG KIA game 3 Timeline - World Championship 2021 FINALS - Games of Legends,324
True,439,2322788,True,0.7812210915818686,EDG vs DWG KIA game 3 Timeline - World Championship 2021 FINALS - Games of Legends,412
True,455,2322789,True,0.7844588344125809,EDG vs DWG KIA game 3 Timeline - World Championship 2021 FINALS - Games of Legends,366
True,183,2322796,True,0.9153561517113784,EDG vs DWG KIA game 3 Timeline - World Championship 2021 FINALS - Games of Legends,179
True,208,2322798,True,0.9167437557816837,EDG vs DWG KIA game 3 Timeline - World Championship 2021 FINALS - Games of Legends,192
True,200,2322799,True,0.9181313598519889,EDG vs DWG KIA game 3 Timeline - World Championship 2021 FINALS - Games of Legends,203
True,356,2322800,True,0.9227567067530065,EDG vs DWG KIA game 3 Timeline - World Championship 2021 FINALS - Games of Legends,196
True,316,2322804,True,0.9745605920444034,EDG vs DWG KIA game 3 Timeline - World Championship 2021 FINALS - Games of Legends,395
True,299,2322806,True,0.9759481961147086,EDG vs DWG KIA game 3 Timeline - World Championship 2021 FINALS - Games of Legends,379
True,336,2322807,True,0.9773358001850139,EDG vs DWG KIA game 3 Timeline - World Championship 2021 FINALS - Games of Legends,400
True,295,2322808,False,0.9801110083256244,EDG vs DWG KIA game 3 Timeline - World Championship 2021 FINALS - Games of Legends,374
True,400,2322809,True,0.9801110083256244,EDG vs DWG KIA game 3 Timeline - World Championship 2021 FINALS - Games of Legends,444
True,15,2322814,True,0.996299722479186,EDG vs DWG KIA game 3 Timeline - World Championship 2021 FINALS - Games of Legends,466
True,163,2322826,False,0.19869215291750503,EDG vs DWG KIA game 4 Timeline - World Championship 2021 FINALS - Games of Legends,198
True,350,2322839,True,0.3817907444668008,EDG vs DWG KIA game 4 Timeline - World Championship 2021 FINALS - Games of Legends,462
True,311,2322840,True,0.3817907444668008,EDG vs DWG KIA game 4 Timeline - World Championship 2021 FINALS - Games of Legends,479
True,204,2322849,False,0.43661971830985913,EDG vs DWG KIA game 4 Timeline - World Championship 2021 FINALS - Games of Legends,211
True,155,2322863,True,0.6574446680080482,EDG vs DWG KIA game 4 Timeline - World Championship 2021 FINALS - Games of Legends,341
True,180,2322876,False,0.93158953722334,EDG vs DWG KIA game 4 Timeline - World Championship 2021 FINALS - Games of Legends,151
True,297,2322883,False,0.9768611670020121,EDG vs DWG KIA game 4 Timeline - World Championship 2021 FINALS - Games of Legends,203
True,347,2322884,False,0.9788732394366197,EDG vs DWG KIA game 4 Timeline - World Championship 2021 FINALS - Games of Legends,170
True,293,2322886,False,0.9934607645875252,EDG vs DWG KIA game 4 Timeline - World Championship 2021 FINALS - Games of Legends,417
True,200,2322902,True,0.208955223880597,EDG vs DWG KIA game 5 Timeline - World Championship 2021 FINALS - Games of Legends,149
True,60,2322905,True,0.23517547398144414,EDG vs DWG KIA game 5 Timeline - World Championship 2021 FINALS - Games of Legends,95
True,144,2322919,True,0.33884630899556273,EDG vs DWG KIA game 5 Timeline - World Championship 2021 FINALS - Games of Legends,80
True,190,2322925,False,0.40338846308995563,EDG vs DWG KIA game 5 Timeline - World Championship 2021 FINALS - Games of Legends,184
True,229,2322936,True,0.5514320290439694,EDG vs DWG KIA game 5 Timeline - World Championship 2021 FINALS - Games of Legends,337
True,315,2322937,False,0.5534489713594192,EDG vs DWG KIA game 5 Timeline - World Championship 2021 FINALS - Games of Legends,298
True,280,2322938,True,0.5554659136748689,EDG vs DWG KIA game 5 Timeline - World Championship 2021 FINALS - Games of Legends,331
True,259,2322940,True,0.5566760790641387,EDG vs DWG KIA game 5 Timeline - World Championship 2021 FINALS - Games of Legends,307
True,259,2322941,True,0.5599031867688584,EDG vs DWG KIA game 5 Timeline - World Championship 2021 FINALS - Games of Legends,261
True,361,2322950,False,0.7039128680919726,EDG vs DWG KIA game 5 Timeline - World Championship 2021 FINALS - Games of Legends,323
True,351,2322951,True,0.7047196450181524,EDG vs DWG KIA game 5 Timeline - World Championship 2021 FINALS - Games of Legends,311
True,374,2322953,False,0.7071399757966922,EDG vs DWG KIA game 5 Timeline - World Championship 2021 FINALS - Games of Legends,361
True,420,2322954,True,0.7075433642597821,EDG vs DWG KIA game 5 Timeline - World Championship 2021 FINALS - Games of Legends,334
True,339,2322955,True,0.709560306575232,EDG vs DWG KIA game 5 Timeline - World Championship 2021 FINALS - Games of Legends,349
True,341,2322956,True,0.7103670835014119,EDG vs DWG KIA game 5 Timeline - World Championship 2021 FINALS - Games of Legends,326
True,214,2322957,True,0.7139975796692215,EDG vs DWG KIA game 5 Timeline - World Championship 2021 FINALS - Games of Legends,286
True,261,2322966,True,0.8572004840661557,EDG vs DWG KIA game 5 Timeline - World Championship 2021 FINALS - Games of Legends,338
True,379,2322967,True,0.8701089148850343,EDG vs DWG KIA game 5 Timeline - World Championship 2021 FINALS - Games of Legends,320
True,308,2322969,False,0.8717224687373941,EDG vs DWG KIA game 5 Timeline - World Championship 2021 FINALS - Games of Legends,451
True,324,2322971,True,0.8773699072206534,EDG vs DWG KIA game 5 Timeline - World Championship 2021 FINALS - Games of Legends,364
True,339,2322972,False,0.8777732956837434,EDG vs DWG KIA game 5 Timeline - World Championship 2021 FINALS - Games of Legends,362
True,104,2322974,True,0.9100443727309399,EDG vs DWG KIA game 5 Timeline - World Championship 2021 FINALS - Games of Legends,65
True,463,2322978,True,0.9221460266236385,EDG vs DWG KIA game 5 Timeline - World Championship 2021 FINALS - Games of Legends,283
True,457,2322979,False,0.9281968535699879,EDG vs DWG KIA game 5 Timeline - World Championship 2021 FINALS - Games of Legends,237
True,73,2322993,True,0.9899152884227511,EDG vs DWG KIA game 5 Timeline - World Championship 2021 FINALS - Games of Legends,489
True,66,2322994,True,0.9903186768858411,EDG vs DWG KIA game 5 Timeline - World Championship 2021 FINALS - Games of Legends,479
True,91,2322995,False,0.990722065348931,EDG vs DWG KIA game 5 Timeline - World Championship 2021 FINALS - Games of Legends,480
True,43,2322998,True,0.9947559499798305,EDG vs DWG KIA game 5 Timeline - World Championship 2021 FINALS - Games of Legends,474
True,74,2322999,False,0.9951593384429205,EDG vs DWG KIA game 5 Timeline - World Championship 2021 FINALS - Games of Legends,430
True,42,2323000,False,0.9967728922952803,EDG vs DWG KIA game 5 Timeline - World Championship 2021 FINALS - Games of Legends,465
True,73,2323001,True,0.9975796692214602,EDG vs DWG KIA game 5 Timeline - World Championship 2021 FINALS - Games of Legends,436
True,450,2318228,True,0.07778274474742959,EDG vs GEN game 1 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,389
True,469,2318227,False,0.07778274474742959,EDG vs GEN game 1 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,383
True,459,2318233,False,0.16450603486812695,EDG vs GEN game 1 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,354
True,282,2318240,True,0.2329012069736254,EDG vs GEN game 1 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,295
True,160,2318243,True,0.24318283415288333,EDG vs GEN game 1 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,209
True,479,2318254,False,0.36522127849798836,EDG vs GEN game 1 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,354
True,146,2318260,True,0.4403218596334376,EDG vs GEN game 1 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,157
True,179,2318261,True,0.44076888690210103,EDG vs GEN game 1 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,148
True,180,2318262,False,0.4421099687080912,EDG vs GEN game 1 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,158
True,177,2318263,True,0.443004023245418,EDG vs GEN game 1 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,152
True,175,2318264,False,0.443004023245418,EDG vs GEN game 1 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,159
True,218,2318265,True,0.4465802413947251,EDG vs GEN game 1 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,118
True,172,2318266,False,0.4506034868126956,EDG vs GEN game 1 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,159
True,296,2318274,True,0.5395619132767099,EDG vs GEN game 1 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,291
True,347,2318275,True,0.5426911041573536,EDG vs GEN game 1 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,273
True,258,2318290,True,0.7523468931604828,EDG vs GEN game 1 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,166
True,179,2318291,True,0.7586052749217702,EDG vs GEN game 1 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,192
True,378,2318296,False,0.8140366562360304,EDG vs GEN game 1 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,370
True,388,2318297,False,0.8158247653106839,EDG vs GEN game 1 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,375
True,222,2318302,False,0.859633437639696,EDG vs GEN game 1 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,208
True,305,2318303,False,0.8649977648636566,EDG vs GEN game 1 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,241
True,203,2318310,False,0.9494859186410372,EDG vs GEN game 1 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,219
True,437,2318317,False,0.997764863656683,EDG vs GEN game 1 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,64
True,24,2318324,True,0.11293859649122807,EDG vs GEN game 2 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,145
True,153,2318336,False,0.3218201754385965,EDG vs GEN game 2 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,43
True,480,2318345,False,0.40515350877192985,EDG vs GEN game 2 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,367
True,298,2318352,False,0.4616228070175439,EDG vs GEN game 2 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,168
True,260,2318359,False,0.5411184210526315,EDG vs GEN game 2 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,48
True,411,2318361,False,0.5570175438596491,EDG vs GEN game 2 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,408
True,346,2318369,True,0.7110745614035088,EDG vs GEN game 2 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,249
True,331,2318382,False,0.9194078947368421,EDG vs GEN game 2 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,258
True,389,2318384,False,0.9210526315789473,EDG vs GEN game 2 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,267
True,413,2318385,False,0.9226973684210527,EDG vs GEN game 2 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,235
True,470,2318386,False,0.9254385964912281,EDG vs GEN game 2 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,242
True,474,2318389,False,0.9413377192982456,EDG vs GEN game 2 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,66
True,154,2318394,False,0.9758771929824561,EDG vs GEN game 2 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,157
True,168,2318395,True,0.9758771929824561,EDG vs GEN game 2 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,152
True,169,2318396,False,0.9764254385964912,EDG vs GEN game 2 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,158
True,255,2318397,False,0.9851973684210527,EDG vs GEN game 2 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,129
True,255,2318400,False,0.9879385964912281,EDG vs GEN game 2 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,99
True,250,2318401,False,0.9890350877192983,EDG vs GEN game 2 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,81
True,88,2318409,True,0.11401326699834162,EDG vs GEN game 3 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,74
True,416,2318411,True,0.13142620232172472,EDG vs GEN game 3 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,424
True,469,2318412,False,0.13308457711442787,EDG vs GEN game 3 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,389
True,145,2318416,True,0.2160033167495854,EDG vs GEN game 3 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,193
True,122,2318418,True,0.21807628524046435,EDG vs GEN game 3 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,145
True,192,2318429,True,0.3055555555555556,EDG vs GEN game 3 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,253
True,162,2318437,True,0.3681592039800995,EDG vs GEN game 3 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,276
True,174,2318438,False,0.37106135986733,EDG vs GEN game 3 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,306
True,335,2318446,True,0.4228855721393035,EDG vs GEN game 3 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,479
True,317,2318447,False,0.4228855721393035,EDG vs GEN game 3 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,470
True,332,2318448,True,0.4228855721393035,EDG vs GEN game 3 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,476
True,126,2318468,False,0.6716417910447762,EDG vs GEN game 3 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,128
True,359,2318469,False,0.6832504145936982,EDG vs GEN game 3 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,145
True,152,2318478,False,0.8059701492537313,EDG vs GEN game 3 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,161
True,143,2318479,True,0.8063847429519071,EDG vs GEN game 3 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,165
True,180,2318480,True,0.8076285240464345,EDG vs GEN game 3 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,141
True,128,2318481,False,0.8088723051409619,EDG vs GEN game 3 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,158
True,121,2318482,False,0.8097014925373134,EDG vs GEN game 3 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,159
True,212,2318488,False,0.8660862354892206,EDG vs GEN game 3 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,423
True,318,2318494,True,0.9689054726368159,EDG vs GEN game 3 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,303
True,331,2318495,True,0.9693200663349917,EDG vs GEN game 3 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,324
True,265,2318497,True,0.9738805970149254,EDG vs GEN game 3 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,391
True,88,2318500,True,0.9946102819237148,EDG vs GEN game 3 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,426
True,54,2318504,True,0.9966832504145937,EDG vs GEN game 3 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,471
True,53,2318505,False,0.9970978441127695,EDG vs GEN game 3 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,436
True,68,2318506,False,0.9970978441127695,EDG vs GEN game 3 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,429
True,32,2318507,True,0.9979270315091211,EDG vs GEN game 3 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,453
True,280,2318514,False,0.10026246719160105,EDG vs GEN game 4 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,333
True,272,2318515,True,0.10183727034120735,EDG vs GEN game 4 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,336
True,252,2318516,False,0.10498687664041995,EDG vs GEN game 4 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,339
True,44,2318525,True,0.29133858267716534,EDG vs GEN game 4 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,107
True,232,2318527,False,0.30761154855643047,EDG vs GEN game 4 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,269
True,472,2318542,False,0.4519685039370079,EDG vs GEN game 4 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,288
True,345,2318550,True,0.521259842519685,EDG vs GEN game 4 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,337
True,355,2318551,False,0.5217847769028872,EDG vs GEN game 4 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,341
True,373,2318552,False,0.5228346456692914,EDG vs GEN game 4 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,357
True,329,2318553,False,0.5228346456692914,EDG vs GEN game 4 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,366
True,395,2318554,False,0.5249343832020997,EDG vs GEN game 4 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,356
True,338,2318564,False,0.6971128608923884,EDG vs GEN game 4 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,315
True,347,2318565,True,0.6976377952755906,EDG vs GEN game 4 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,341
True,366,2318566,False,0.6976377952755906,EDG vs GEN game 4 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,348
True,350,2318567,False,0.6997375328083989,EDG vs GEN game 4 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,342
True,374,2318568,True,0.700262467191601,EDG vs GEN game 4 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,359
True,370,2318569,False,0.705511811023622,EDG vs GEN game 4 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,458
True,289,2318573,True,0.7931758530183727,EDG vs GEN game 4 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,336
True,401,2318577,False,0.8677165354330708,EDG vs GEN game 4 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,398
True,440,2318578,False,0.8703412073490814,EDG vs GEN game 4 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,407
True,398,2318579,False,0.8708661417322835,EDG vs GEN game 4 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,438
True,433,2318580,False,0.8771653543307086,EDG vs GEN game 4 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,322
True,404,2318591,False,0.9763779527559056,EDG vs GEN game 4 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,117
True,467,2318594,False,0.9863517060367454,EDG vs GEN game 4 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,60
True,441,2318596,False,0.989501312335958,EDG vs GEN game 4 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,46
True,417,2318597,False,0.9905511811023622,EDG vs GEN game 4 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,44
True,443,2318598,False,0.9931758530183727,EDG vs GEN game 4 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,88
True,163,2318608,True,0.1563314226159458,EDG vs GEN game 5 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,235
True,322,2318622,True,0.3798853569567483,EDG vs GEN game 5 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,393
True,286,2318627,True,0.4507556018759771,EDG vs GEN game 5 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,465
True,307,2318628,False,0.45231891610213654,EDG vs GEN game 5 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,422
True,334,2318629,True,0.45648775403856173,EDG vs GEN game 5 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,402
True,376,2318630,True,0.4627410109431996,EDG vs GEN game 5 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,447
True,145,2318634,True,0.4986972381448671,EDG vs GEN game 5 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,160
True,375,2318646,False,0.7258989056800417,EDG vs GEN game 5 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,360
True,378,2318647,True,0.7290255341323606,EDG vs GEN game 5 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,359
True,342,2318648,True,0.7300677436164669,EDG vs GEN game 5 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,313
True,320,2318649,True,0.7305888483585201,EDG vs GEN game 5 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,317
True,347,2318650,True,0.7321521625846795,EDG vs GEN game 5 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,306
True,385,2318652,False,0.7326732673267327,EDG vs GEN game 5 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,318
True,392,2318651,True,0.7326732673267327,EDG vs GEN game 5 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,301
True,238,2318666,True,0.8957790515893694,EDG vs GEN game 5 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,269
True,180,2318667,True,0.8999478895257946,EDG vs GEN game 5 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,341
True,167,2318673,True,0.9431995831162063,EDG vs GEN game 5 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,334
True,95,2318679,True,0.986451276706618,EDG vs GEN game 5 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,386
True,123,2318680,True,0.9880145909327774,EDG vs GEN game 5 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,374
True,53,2318681,True,0.9900990099009901,EDG vs GEN game 5 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,478
True,173,2318683,True,0.9927045336112559,EDG vs GEN game 5 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,482
True,90,2318684,True,0.9973944762897342,EDG vs GEN game 5 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,349
True,77,2317765,True,0.11244979919678715,T1 vs DWG KIA game 1 Timeline - World Championship 2021 SEMIFINALS - Games of Legends,42
